"icd10cm","icd9cm","flags","approximate","no_map","combination","scenario","choice_list"
"057R0DZ","0040","10112",1,0,1,1,2
"057R0DZ","3950","10111",1,0,1,1,1
"057R0DZ","3990","10113",1,0,1,1,3
"057R0ZZ","0040","10112",1,0,1,1,2
"057R0ZZ","3950","10111",1,0,1,1,1
"057R3DZ","0040","10112",1,0,1,1,2
"057R3DZ","0045","10114",1,0,1,1,4
"057R3DZ","0061","10111",1,0,1,1,1
"057R3DZ","0064","10113",1,0,1,1,3
"057R3ZZ","0040","10112",1,0,1,1,2
"057R3ZZ","3950","10111",1,0,1,1,1
"057R4DZ","0040","10112",1,0,1,1,2
"057R4DZ","0045","10114",1,0,1,1,4
"057R4DZ","0061","10111",1,0,1,1,1
"057R4DZ","0064","10113",1,0,1,1,3
"057R4ZZ","0040","10112",1,0,1,1,2
"057R4ZZ","3950","10111",1,0,1,1,1
"057S0DZ","0040","10112",1,0,1,1,2
"057S0DZ","3950","10111",1,0,1,1,1
"057S0DZ","3990","10113",1,0,1,1,3
"057S0ZZ","0040","10112",1,0,1,1,2
"057S0ZZ","3950","10111",1,0,1,1,1
"057S3DZ","0040","10112",1,0,1,1,2
"057S3DZ","0045","10114",1,0,1,1,4
"057S3DZ","0061","10111",1,0,1,1,1
"057S3DZ","0064","10113",1,0,1,1,3
"057S3ZZ","0040","10112",1,0,1,1,2
"057S3ZZ","3950","10111",1,0,1,1,1
"057S4DZ","0040","10112",1,0,1,1,2
"057S4DZ","0045","10114",1,0,1,1,4
"057S4DZ","0061","10111",1,0,1,1,1
"057S4DZ","0064","10113",1,0,1,1,3
"057S4ZZ","0040","10112",1,0,1,1,2
"057S4ZZ","3950","10111",1,0,1,1,1
"057T0DZ","0040","10112",1,0,1,1,2
"057T0DZ","3950","10111",1,0,1,1,1
"057T0DZ","3990","10113",1,0,1,1,3
"057T0ZZ","0040","10112",1,0,1,1,2
"057T0ZZ","3950","10111",1,0,1,1,1
"057T3DZ","0040","10112",1,0,1,1,2
"057T3DZ","0045","10114",1,0,1,1,4
"057T3DZ","0061","10111",1,0,1,1,1
"057T3DZ","3990","10113",1,0,1,1,3
"057T3ZZ","0040","10112",1,0,1,1,2
"057T3ZZ","3950","10111",1,0,1,1,1
"057T4DZ","0040","10112",1,0,1,1,2
"057T4DZ","0045","10114",1,0,1,1,4
"057T4DZ","0061","10111",1,0,1,1,1
"057T4DZ","3990","10113",1,0,1,1,3
"057T4ZZ","0040","10112",1,0,1,1,2
"057T4ZZ","3950","10111",1,0,1,1,1
"057V0DZ","0040","10112",1,0,1,1,2
"057V0DZ","3950","10111",1,0,1,1,1
"057V0DZ","3990","10113",1,0,1,1,3
"057V0ZZ","0040","10112",1,0,1,1,2
"057V0ZZ","3950","10111",1,0,1,1,1
"057V3DZ","0040","10112",1,0,1,1,2
"057V3DZ","3950","10111",1,0,1,1,1
"057V3DZ","3990","10113",1,0,1,1,3
"057V3ZZ","0040","10112",1,0,1,1,2
"057V3ZZ","3950","10111",1,0,1,1,1
"057V4DZ","0040","10112",1,0,1,1,2
"057V4DZ","3950","10111",1,0,1,1,1
"057V4DZ","3990","10113",1,0,1,1,3
"057V4ZZ","0040","10112",1,0,1,1,2
"057V4ZZ","3950","10111",1,0,1,1,1
"057Y0DZ","0040","10112",1,0,1,1,2
"057Y0DZ","0045","10114",1,0,1,1,4
"057Y0DZ","3950","10111",1,0,1,1,1
"057Y0DZ","3990","10113",1,0,1,1,3
"057Y0ZZ","0040","10112",1,0,1,1,2
"057Y0ZZ","3950","10111",1,0,1,1,1
"057Y3DZ","0040","10112",1,0,1,1,2
"057Y3DZ","0045","10114",1,0,1,1,4
"057Y3DZ","3950","10111",1,0,1,1,1
"057Y3DZ","3990","10113",1,0,1,1,3
"057Y3ZZ","0040","10112",1,0,1,1,2
"057Y3ZZ","3950","10111",1,0,1,1,1
"057Y4DZ","0040","10112",1,0,1,1,2
"057Y4DZ","0045","10114",1,0,1,1,4
"057Y4DZ","3950","10111",1,0,1,1,1
"057Y4DZ","3990","10113",1,0,1,1,3
"057Y4ZZ","0040","10112",1,0,1,1,2
"057Y4ZZ","3950","10111",1,0,1,1,1
"059000Z","3894","10000",1,0,0,0,0
"05900ZX","3821","10000",1,0,0,0,0
"05900ZZ","3894","10000",1,0,0,0,0
"059030Z","3899","10000",1,0,0,0,0
"05903ZX","3821","10000",1,0,0,0,0
"05903ZZ","3899","10000",1,0,0,0,0
"059040Z","3899","10000",1,0,0,0,0
"05904ZX","3821","10000",1,0,0,0,0
"05904ZZ","3899","10000",1,0,0,0,0
"059100Z","3894","10000",1,0,0,0,0
"05910ZX","3821","10000",1,0,0,0,0
"05910ZZ","3894","10000",1,0,0,0,0
"059130Z","3899","10000",1,0,0,0,0
"05913ZX","3821","10000",1,0,0,0,0
"05913ZZ","3899","10000",1,0,0,0,0
"059140Z","3899","10000",1,0,0,0,0
"05914ZX","3821","10000",1,0,0,0,0
"05914ZZ","3899","10000",1,0,0,0,0
"059300Z","3894","10000",1,0,0,0,0
"05930ZX","3821","10000",1,0,0,0,0
"05930ZZ","3894","10000",1,0,0,0,0
"059330Z","3899","10000",1,0,0,0,0
"05933ZX","3821","10000",1,0,0,0,0
"05933ZZ","3899","10000",1,0,0,0,0
"059340Z","3899","10000",1,0,0,0,0
"05934ZX","3821","10000",1,0,0,0,0
"05934ZZ","3899","10000",1,0,0,0,0
"059400Z","3894","10000",1,0,0,0,0
"05940ZX","3821","10000",1,0,0,0,0
"05940ZZ","3894","10000",1,0,0,0,0
"059430Z","3899","10000",1,0,0,0,0
"05943ZX","3821","10000",1,0,0,0,0
"05943ZZ","3899","10000",1,0,0,0,0
"059440Z","3899","10000",1,0,0,0,0
"05944ZX","3821","10000",1,0,0,0,0
"05944ZZ","3899","10000",1,0,0,0,0
"059500Z","3894","10000",1,0,0,0,0
"05950ZX","3821","10000",1,0,0,0,0
"05950ZZ","3894","10000",1,0,0,0,0
"059530Z","3899","10000",1,0,0,0,0
"05953ZX","3821","10000",1,0,0,0,0
"05953ZZ","3899","10000",1,0,0,0,0
"059540Z","3899","10000",1,0,0,0,0
"05954ZX","3821","10000",1,0,0,0,0
"05954ZZ","3899","10000",1,0,0,0,0
"059600Z","3894","10000",1,0,0,0,0
"05960ZX","3821","10000",1,0,0,0,0
"05960ZZ","3894","10000",1,0,0,0,0
"059630Z","3899","10000",1,0,0,0,0
"05963ZX","3821","10000",1,0,0,0,0
"05963ZZ","3899","10000",1,0,0,0,0
"059640Z","3899","10000",1,0,0,0,0
"05964ZX","3821","10000",1,0,0,0,0
"05964ZZ","3899","10000",1,0,0,0,0
"059700Z","3894","10000",1,0,0,0,0
"05970ZX","3821","10000",1,0,0,0,0
"05970ZZ","3894","10000",1,0,0,0,0
"059730Z","3899","10000",1,0,0,0,0
"05973ZX","3821","10000",1,0,0,0,0
"05973ZZ","3899","10000",1,0,0,0,0
"059740Z","3899","10000",1,0,0,0,0
"05974ZX","3821","10000",1,0,0,0,0
"05974ZZ","3899","10000",1,0,0,0,0
"059800Z","3894","10000",1,0,0,0,0
"05980ZX","3821","10000",1,0,0,0,0
"05980ZZ","3894","10000",1,0,0,0,0
"059830Z","3899","10000",1,0,0,0,0
"05983ZX","3821","10000",1,0,0,0,0
"05983ZZ","3899","10000",1,0,0,0,0
"059840Z","3899","10000",1,0,0,0,0
"05984ZX","3821","10000",1,0,0,0,0
"05984ZZ","3899","10000",1,0,0,0,0
"059900Z","3894","10000",1,0,0,0,0
"05990ZX","3821","10000",1,0,0,0,0
"05990ZZ","3894","10000",1,0,0,0,0
"059930Z","3899","10000",1,0,0,0,0
"05993ZX","3821","10000",1,0,0,0,0
"05993ZZ","3899","10000",1,0,0,0,0
"059940Z","3899","10000",1,0,0,0,0
"05994ZX","3821","10000",1,0,0,0,0
"05994ZZ","3899","10000",1,0,0,0,0
"059A00Z","3894","10000",1,0,0,0,0
"059A0ZX","3821","10000",1,0,0,0,0
"059A0ZZ","3894","10000",1,0,0,0,0
"059A30Z","3899","10000",1,0,0,0,0
"059A3ZX","3821","10000",1,0,0,0,0
"059A3ZZ","3899","10000",1,0,0,0,0
"059A40Z","3899","10000",1,0,0,0,0
"059A4ZX","3821","10000",1,0,0,0,0
"059A4ZZ","3899","10000",1,0,0,0,0
"059B00Z","3894","10000",1,0,0,0,0
"059B0ZX","3821","10000",1,0,0,0,0
"059B0ZZ","3894","10000",1,0,0,0,0
"059B30Z","3899","10000",1,0,0,0,0
"059B3ZX","3821","10000",1,0,0,0,0
"059B3ZZ","3899","10000",1,0,0,0,0
"059B40Z","3899","10000",1,0,0,0,0
"059B4ZX","3821","10000",1,0,0,0,0
"059B4ZZ","3899","10000",1,0,0,0,0
"059C00Z","3894","10000",1,0,0,0,0
"059C0ZX","3821","10000",1,0,0,0,0
"059C0ZZ","3894","10000",1,0,0,0,0
"059C30Z","3899","10000",1,0,0,0,0
"059C3ZX","3821","10000",1,0,0,0,0
"059C3ZZ","3899","10000",1,0,0,0,0
"059C40Z","3899","10000",1,0,0,0,0
"059C4ZX","3821","10000",1,0,0,0,0
"059C4ZZ","3899","10000",1,0,0,0,0
"059D00Z","3894","10000",1,0,0,0,0
"059D0ZX","3821","10000",1,0,0,0,0
"059D0ZZ","3894","10000",1,0,0,0,0
"059D30Z","3899","10000",1,0,0,0,0
"059D3ZX","3821","10000",1,0,0,0,0
"059D3ZZ","3899","10000",1,0,0,0,0
"059D40Z","3899","10000",1,0,0,0,0
"059D4ZX","3821","10000",1,0,0,0,0
"059D4ZZ","3899","10000",1,0,0,0,0
"059F00Z","3894","10000",1,0,0,0,0
"059F0ZX","3821","10000",1,0,0,0,0
"059F0ZZ","3894","10000",1,0,0,0,0
"059F30Z","3899","10000",1,0,0,0,0
"059F3ZX","3821","10000",1,0,0,0,0
"059F3ZZ","3899","10000",1,0,0,0,0
"059F40Z","3899","10000",1,0,0,0,0
"059F4ZX","3821","10000",1,0,0,0,0
"059F4ZZ","3899","10000",1,0,0,0,0
"059G00Z","3894","10000",1,0,0,0,0
"059G0ZX","3821","10000",1,0,0,0,0
"059G0ZZ","3894","10000",1,0,0,0,0
"059G30Z","3899","10000",1,0,0,0,0
"059G3ZX","3821","10000",1,0,0,0,0
"059G3ZZ","3899","10000",1,0,0,0,0
"059G40Z","3899","10000",1,0,0,0,0
"059G4ZX","3821","10000",1,0,0,0,0
"059G4ZZ","3899","10000",1,0,0,0,0
"059H00Z","3894","10000",1,0,0,0,0
"059H0ZX","3821","10000",1,0,0,0,0
"059H0ZZ","3894","10000",1,0,0,0,0
"059H30Z","3899","10000",1,0,0,0,0
"059H3ZX","3821","10000",1,0,0,0,0
"059H3ZZ","3899","10000",1,0,0,0,0
"059H40Z","3899","10000",1,0,0,0,0
"059H4ZX","3821","10000",1,0,0,0,0
"059H4ZZ","3899","10000",1,0,0,0,0
"059L00Z","3894","10000",1,0,0,0,0
"059L0ZX","3821","10000",1,0,0,0,0
"059L0ZZ","3894","10000",1,0,0,0,0
"059L30Z","3899","10000",1,0,0,0,0
"059L3ZX","3821","10000",1,0,0,0,0
"059L3ZZ","3899","10000",1,0,0,0,0
"059L40Z","3899","10000",1,0,0,0,0
"059L4ZX","3821","10000",1,0,0,0,0
"059L4ZZ","3899","10000",1,0,0,0,0
"059M00Z","3894","10000",1,0,0,0,0
"059M0ZX","3821","10000",1,0,0,0,0
"059M0ZZ","3894","10000",1,0,0,0,0
"059M30Z","3899","10000",1,0,0,0,0
"059M3ZX","3821","10000",1,0,0,0,0
"059M3ZZ","3899","10000",1,0,0,0,0
"059M40Z","3899","10000",1,0,0,0,0
"059M4ZX","3821","10000",1,0,0,0,0
"059M4ZZ","3899","10000",1,0,0,0,0
"059N00Z","3894","10000",1,0,0,0,0
"059N0ZX","3821","10000",1,0,0,0,0
"059N0ZZ","3894","10000",1,0,0,0,0
"059N30Z","3899","10000",1,0,0,0,0
"059N3ZX","3821","10000",1,0,0,0,0
"059N3ZZ","3899","10000",1,0,0,0,0
"059N40Z","3899","10000",1,0,0,0,0
"059N4ZX","3821","10000",1,0,0,0,0
"059N4ZZ","3899","10000",1,0,0,0,0
"059P00Z","3894","10000",1,0,0,0,0
"059P0ZX","3821","10000",1,0,0,0,0
"059P0ZZ","3894","10000",1,0,0,0,0
"059P30Z","3899","10000",1,0,0,0,0
"059P3ZX","3821","10000",1,0,0,0,0
"059P3ZZ","3899","10000",1,0,0,0,0
"059P40Z","3899","10000",1,0,0,0,0
"059P4ZX","3821","10000",1,0,0,0,0
"059P4ZZ","3899","10000",1,0,0,0,0
"059Q00Z","3894","10000",1,0,0,0,0
"059Q0ZX","3821","10000",1,0,0,0,0
"059Q0ZZ","3894","10000",1,0,0,0,0
"059Q30Z","3899","10000",1,0,0,0,0
"059Q3ZX","3821","10000",1,0,0,0,0
"059Q3ZZ","3899","10000",1,0,0,0,0
"059Q40Z","3899","10000",1,0,0,0,0
"059Q4ZX","3821","10000",1,0,0,0,0
"059Q4ZZ","3899","10000",1,0,0,0,0
"059R00Z","3894","10000",1,0,0,0,0
"059R0ZX","3821","10000",1,0,0,0,0
"059R0ZZ","3894","10000",1,0,0,0,0
"059R30Z","3899","10000",1,0,0,0,0
"059R3ZX","3821","10000",1,0,0,0,0
"059R3ZZ","3899","10000",1,0,0,0,0
"059R40Z","3899","10000",1,0,0,0,0
"059R4ZX","3821","10000",1,0,0,0,0
"059R4ZZ","3899","10000",1,0,0,0,0
"059S00Z","3894","10000",1,0,0,0,0
"059S0ZX","3821","10000",1,0,0,0,0
"059S0ZZ","3894","10000",1,0,0,0,0
"059S30Z","3899","10000",1,0,0,0,0
"059S3ZX","3821","10000",1,0,0,0,0
"059S3ZZ","3899","10000",1,0,0,0,0
"059S40Z","3899","10000",1,0,0,0,0
"059S4ZX","3821","10000",1,0,0,0,0
"059S4ZZ","3899","10000",1,0,0,0,0
"059T00Z","3894","10000",1,0,0,0,0
"059T0ZX","3821","10000",1,0,0,0,0
"059T0ZZ","3894","10000",1,0,0,0,0
"059T30Z","3899","10000",1,0,0,0,0
"059T3ZX","3821","10000",1,0,0,0,0
"059T3ZZ","3899","10000",1,0,0,0,0
"059T40Z","3899","10000",1,0,0,0,0
"059T4ZX","3821","10000",1,0,0,0,0
"059T4ZZ","3899","10000",1,0,0,0,0
"059V00Z","3894","10000",1,0,0,0,0
"059V0ZX","3821","10000",1,0,0,0,0
"059V0ZZ","3894","10000",1,0,0,0,0
"059V30Z","3899","10000",1,0,0,0,0
"059V3ZX","3821","10000",1,0,0,0,0
"059V3ZZ","3899","10000",1,0,0,0,0
"059V40Z","3899","10000",1,0,0,0,0
"059V4ZX","3821","10000",1,0,0,0,0
"059V4ZZ","3899","10000",1,0,0,0,0
"059Y00Z","3894","10000",1,0,0,0,0
"059Y0ZX","3821","10000",1,0,0,0,0
"059Y0ZZ","3894","10000",1,0,0,0,0
"059Y30Z","3899","10000",1,0,0,0,0
"059Y3ZX","3821","10000",1,0,0,0,0
"059Y3ZZ","3899","10000",1,0,0,0,0
"059Y40Z","3899","10000",1,0,0,0,0
"059Y4ZX","3821","10000",1,0,0,0,0
"059Y4ZZ","3899","10000",1,0,0,0,0
"05B00ZX","3821","10000",1,0,0,0,0
"05B00ZZ","3835","10000",1,0,0,0,0
"05B00ZZ","3865","10000",1,0,0,0,0
"05B03ZX","3821","10000",1,0,0,0,0
"05B03ZZ","3865","10000",1,0,0,0,0
"05B04ZX","3821","10000",1,0,0,0,0
"05B04ZZ","3835","10000",1,0,0,0,0
"05B04ZZ","3865","10000",1,0,0,0,0
"05B10ZX","3821","10000",1,0,0,0,0
"05B10ZZ","3835","10000",1,0,0,0,0
"05B10ZZ","3865","10000",1,0,0,0,0
"05B13ZX","3821","10000",1,0,0,0,0
"05B13ZZ","3865","10000",1,0,0,0,0
"05B14ZX","3821","10000",1,0,0,0,0
"05B14ZZ","3835","10000",1,0,0,0,0
"05B14ZZ","3865","10000",1,0,0,0,0
"05B30ZX","3821","10000",1,0,0,0,0
"05B30ZZ","3835","10000",1,0,0,0,0
"05B30ZZ","3865","10000",1,0,0,0,0
"05B33ZX","3821","10000",1,0,0,0,0
"05B33ZZ","3865","10000",1,0,0,0,0
"05B34ZX","3821","10000",1,0,0,0,0
"05B34ZZ","3835","10000",1,0,0,0,0
"05B34ZZ","3865","10000",1,0,0,0,0
"05B40ZX","3821","10000",1,0,0,0,0
"05B40ZZ","3835","10000",1,0,0,0,0
"05B40ZZ","3865","10000",1,0,0,0,0
"05B43ZX","3821","10000",1,0,0,0,0
"05B43ZZ","3865","10000",1,0,0,0,0
"05B44ZX","3821","10000",1,0,0,0,0
"05B44ZZ","3835","10000",1,0,0,0,0
"05B44ZZ","3865","10000",1,0,0,0,0
"05B50ZX","3821","10000",1,0,0,0,0
"05B50ZZ","3835","10000",1,0,0,0,0
"05B50ZZ","3865","10000",1,0,0,0,0
"05B53ZX","3821","10000",1,0,0,0,0
"05B53ZZ","3865","10000",1,0,0,0,0
"05B54ZX","3821","10000",1,0,0,0,0
"05B54ZZ","3835","10000",1,0,0,0,0
"05B54ZZ","3865","10000",1,0,0,0,0
"05B60ZX","3821","10000",1,0,0,0,0
"05B60ZZ","3835","10000",1,0,0,0,0
"05B60ZZ","3865","10000",1,0,0,0,0
"05B63ZX","3821","10000",1,0,0,0,0
"05B63ZZ","3865","10000",1,0,0,0,0
"05B64ZX","3821","10000",1,0,0,0,0
"05B64ZZ","3835","10000",1,0,0,0,0
"05B64ZZ","3865","10000",1,0,0,0,0
"05B70ZX","3821","10000",1,0,0,0,0
"05B70ZZ","3833","10000",1,0,0,0,0
"05B70ZZ","3863","10000",1,0,0,0,0
"05B73ZX","3821","10000",1,0,0,0,0
"05B73ZZ","3863","10000",1,0,0,0,0
"05B74ZX","3821","10000",1,0,0,0,0
"05B74ZZ","3833","10000",1,0,0,0,0
"05B74ZZ","3863","10000",1,0,0,0,0
"05B80ZX","3821","10000",1,0,0,0,0
"05B80ZZ","3833","10000",1,0,0,0,0
"05B80ZZ","3863","10000",1,0,0,0,0
"05B83ZX","3821","10000",1,0,0,0,0
"05B83ZZ","3863","10000",1,0,0,0,0
"05B84ZX","3821","10000",1,0,0,0,0
"05B84ZZ","3833","10000",1,0,0,0,0
"05B84ZZ","3863","10000",1,0,0,0,0
"05B90ZX","3821","10000",1,0,0,0,0
"05B90ZZ","3833","10000",1,0,0,0,0
"05B90ZZ","3863","10000",1,0,0,0,0
"05B93ZX","3821","10000",1,0,0,0,0
"05B93ZZ","3863","10000",1,0,0,0,0
"05B94ZX","3821","10000",1,0,0,0,0
"05B94ZZ","3833","10000",1,0,0,0,0
"05B94ZZ","3863","10000",1,0,0,0,0
"05BA0ZX","3821","10000",1,0,0,0,0
"05BA0ZZ","3833","10000",1,0,0,0,0
"05BA0ZZ","3863","10000",1,0,0,0,0
"05BA3ZX","3821","10000",1,0,0,0,0
"05BA3ZZ","3863","10000",1,0,0,0,0
"05BA4ZX","3821","10000",1,0,0,0,0
"05BA4ZZ","3833","10000",1,0,0,0,0
"05BA4ZZ","3863","10000",1,0,0,0,0
"05BB0ZX","3821","10000",1,0,0,0,0
"05BB0ZZ","3833","10000",1,0,0,0,0
"05BB0ZZ","3863","10000",1,0,0,0,0
"05BB3ZX","3821","10000",1,0,0,0,0
"05BB3ZZ","3863","10000",1,0,0,0,0
"05BB4ZX","3821","10000",1,0,0,0,0
"05BB4ZZ","3833","10000",1,0,0,0,0
"05BB4ZZ","3863","10000",1,0,0,0,0
"05BC0ZX","3821","10000",1,0,0,0,0
"05BC0ZZ","3833","10000",1,0,0,0,0
"05BC0ZZ","3863","10000",1,0,0,0,0
"05BC3ZX","3821","10000",1,0,0,0,0
"05BC3ZZ","3863","10000",1,0,0,0,0
"05BC4ZX","3821","10000",1,0,0,0,0
"05BC4ZZ","3833","10000",1,0,0,0,0
"05BC4ZZ","3863","10000",1,0,0,0,0
"05BD0ZX","3821","10000",1,0,0,0,0
"05BD0ZZ","3833","10000",1,0,0,0,0
"05BD0ZZ","3863","10000",1,0,0,0,0
"05BD3ZX","3821","10000",1,0,0,0,0
"05BD3ZZ","3863","10000",1,0,0,0,0
"05BD4ZX","3821","10000",1,0,0,0,0
"05BD4ZZ","3833","10000",1,0,0,0,0
"05BD4ZZ","3863","10000",1,0,0,0,0
"05BF0ZX","3821","10000",1,0,0,0,0
"05BF0ZZ","3833","10000",1,0,0,0,0
"05BF0ZZ","3863","10000",1,0,0,0,0
"05BF3ZX","3821","10000",1,0,0,0,0
"05BF3ZZ","3863","10000",1,0,0,0,0
"05BF4ZX","3821","10000",1,0,0,0,0
"05BF4ZZ","3833","10000",1,0,0,0,0
"05BF4ZZ","3863","10000",1,0,0,0,0
"05BG0ZX","3821","10000",1,0,0,0,0
"05BG0ZZ","3833","10000",1,0,0,0,0
"05BG0ZZ","3863","10000",1,0,0,0,0
"05BG3ZX","3821","10000",1,0,0,0,0
"05BG3ZZ","3863","10000",1,0,0,0,0
"05BG4ZX","3821","10000",1,0,0,0,0
"05BG4ZZ","3833","10000",1,0,0,0,0
"05BG4ZZ","3863","10000",1,0,0,0,0
"05BH0ZX","3821","10000",1,0,0,0,0
"05BH0ZZ","3833","10000",1,0,0,0,0
"05BH0ZZ","3863","10000",1,0,0,0,0
"05BH3ZX","3821","10000",1,0,0,0,0
"05BH3ZZ","3863","10000",1,0,0,0,0
"05BH4ZX","3821","10000",1,0,0,0,0
"05BH4ZZ","3833","10000",1,0,0,0,0
"05BH4ZZ","3863","10000",1,0,0,0,0
"05BL0ZX","3821","10000",1,0,0,0,0
"05BL0ZZ","3831","10000",1,0,0,0,0
"05BL0ZZ","3861","10000",1,0,0,0,0
"05BL3ZX","3821","10000",1,0,0,0,0
"05BL3ZZ","3861","10000",1,0,0,0,0
"05BL4ZX","3821","10000",1,0,0,0,0
"05BL4ZZ","3831","10000",1,0,0,0,0
"05BL4ZZ","3861","10000",1,0,0,0,0
"05BM0ZX","3821","10000",1,0,0,0,0
"05BM0ZZ","3832","10000",1,0,0,0,0
"05BM0ZZ","3862","10000",1,0,0,0,0
"05BM3ZX","3821","10000",1,0,0,0,0
"05BM3ZZ","3862","10000",1,0,0,0,0
"05BM4ZX","3821","10000",1,0,0,0,0
"05BM4ZZ","3832","10000",1,0,0,0,0
"05BM4ZZ","3862","10000",1,0,0,0,0
"05BN0ZX","3821","10000",1,0,0,0,0
"05BN0ZZ","3832","10000",1,0,0,0,0
"05BN0ZZ","3862","10000",1,0,0,0,0
"05BN3ZX","3821","10000",1,0,0,0,0
"05BN3ZZ","3862","10000",1,0,0,0,0
"05BN4ZX","3821","10000",1,0,0,0,0
"05BN4ZZ","3832","10000",1,0,0,0,0
"05BN4ZZ","3862","10000",1,0,0,0,0
"05BP0ZX","3821","10000",1,0,0,0,0
"05BP0ZZ","3832","10000",1,0,0,0,0
"05BP0ZZ","3862","10000",1,0,0,0,0
"05BP3ZX","3821","10000",1,0,0,0,0
"05BP3ZZ","3862","10000",1,0,0,0,0
"05BP4ZX","3821","10000",1,0,0,0,0
"05BP4ZZ","3832","10000",1,0,0,0,0
"05BP4ZZ","3862","10000",1,0,0,0,0
"05BQ0ZX","3821","10000",1,0,0,0,0
"05BQ0ZZ","3832","10000",1,0,0,0,0
"05BQ0ZZ","3862","10000",1,0,0,0,0
"05BQ3ZX","3821","10000",1,0,0,0,0
"05BQ3ZZ","3862","10000",1,0,0,0,0
"05BQ4ZX","3821","10000",1,0,0,0,0
"05BQ4ZZ","3832","10000",1,0,0,0,0
"05BQ4ZZ","3862","10000",1,0,0,0,0
"05BR0ZX","3821","10000",1,0,0,0,0
"05BR0ZZ","3832","10000",1,0,0,0,0
"05BR0ZZ","3862","10000",1,0,0,0,0
"05BR3ZX","3821","10000",1,0,0,0,0
"05BR3ZZ","3862","10000",1,0,0,0,0
"05BR4ZX","3821","10000",1,0,0,0,0
"05BR4ZZ","3832","10000",1,0,0,0,0
"05BR4ZZ","3862","10000",1,0,0,0,0
"05BS0ZX","3821","10000",1,0,0,0,0
"05BS0ZZ","3832","10000",1,0,0,0,0
"05BS0ZZ","3862","10000",1,0,0,0,0
"05BS3ZX","3821","10000",1,0,0,0,0
"05BS3ZZ","3862","10000",1,0,0,0,0
"05BS4ZX","3821","10000",1,0,0,0,0
"05BS4ZZ","3832","10000",1,0,0,0,0
"05BS4ZZ","3862","10000",1,0,0,0,0
"05BT0ZX","3821","10000",1,0,0,0,0
"05BT0ZZ","3832","10000",1,0,0,0,0
"05BT0ZZ","3862","10000",1,0,0,0,0
"05BT3ZX","3821","10000",1,0,0,0,0
"05BT3ZZ","3862","10000",1,0,0,0,0
"05BT4ZX","3821","10000",1,0,0,0,0
"05BT4ZZ","3832","10000",1,0,0,0,0
"05BT4ZZ","3862","10000",1,0,0,0,0
"05BV0ZX","3821","10000",1,0,0,0,0
"05BV0ZZ","3832","10000",1,0,0,0,0
"05BV0ZZ","3862","10000",1,0,0,0,0
"05BV3ZX","3821","10000",1,0,0,0,0
"05BV3ZZ","3862","10000",1,0,0,0,0
"05BV4ZX","3821","10000",1,0,0,0,0
"05BV4ZZ","3832","10000",1,0,0,0,0
"05BV4ZZ","3862","10000",1,0,0,0,0
"05BY0ZX","3821","10000",1,0,0,0,0
"05BY0ZZ","3830","10000",1,0,0,0,0
"05BY0ZZ","3860","10000",1,0,0,0,0
"05BY3ZX","3821","10000",1,0,0,0,0
"05BY3ZZ","3860","10000",1,0,0,0,0
"05BY4ZX","3821","10000",1,0,0,0,0
"05BY4ZZ","3830","10000",1,0,0,0,0
"05BY4ZZ","3860","10000",1,0,0,0,0
"05C00ZZ","3805","10000",1,0,0,0,0
"05C03ZZ","3805","10000",1,0,0,0,0
"05C04ZZ","3805","10000",1,0,0,0,0
"05C10ZZ","3805","10000",1,0,0,0,0
"05C13ZZ","3805","10000",1,0,0,0,0
"05C14ZZ","3805","10000",1,0,0,0,0
"05C30ZZ","3805","10000",1,0,0,0,0
"05C33ZZ","3805","10000",1,0,0,0,0
"05C34ZZ","3805","10000",1,0,0,0,0
"05C40ZZ","3805","10000",1,0,0,0,0
"05C43ZZ","3805","10000",1,0,0,0,0
"05C44ZZ","3805","10000",1,0,0,0,0
"05C50ZZ","3805","10000",1,0,0,0,0
"05C53ZZ","3805","10000",1,0,0,0,0
"05C54ZZ","3805","10000",1,0,0,0,0
"05C60ZZ","3805","10000",1,0,0,0,0
"05C63ZZ","3805","10000",1,0,0,0,0
"05C64ZZ","3805","10000",1,0,0,0,0
"05C70ZZ","3803","10000",1,0,0,0,0
"05C73ZZ","3803","10000",1,0,0,0,0
"05C74ZZ","3803","10000",1,0,0,0,0
"05C80ZZ","3803","10000",1,0,0,0,0
"05C83ZZ","3803","10000",1,0,0,0,0
"05C84ZZ","3803","10000",1,0,0,0,0
"05C90ZZ","3803","10000",1,0,0,0,0
"05C93ZZ","3803","10000",1,0,0,0,0
"05C94ZZ","3803","10000",1,0,0,0,0
"05CA0ZZ","3803","10000",1,0,0,0,0
"05CA3ZZ","3803","10000",1,0,0,0,0
"05CA4ZZ","3803","10000",1,0,0,0,0
"05CB0ZZ","3803","10000",1,0,0,0,0
"05CB3ZZ","3803","10000",1,0,0,0,0
"05CB4ZZ","3803","10000",1,0,0,0,0
"05CC0ZZ","3803","10000",1,0,0,0,0
"05CC3ZZ","3803","10000",1,0,0,0,0
"05CC4ZZ","3803","10000",1,0,0,0,0
"05CD0ZZ","3803","10000",1,0,0,0,0
"05CD3ZZ","3803","10000",1,0,0,0,0
"05CD4ZZ","3803","10000",1,0,0,0,0
"05CF0ZZ","3803","10000",1,0,0,0,0
"05CF3ZZ","3803","10000",1,0,0,0,0
"05CF4ZZ","3803","10000",1,0,0,0,0
